269,139,30,144,255
80,313,30,144,255
263,132,30,144,255
66,52,220,220,220
23,101,220,220,220
281,248,255,255,255
10,139,220,220,220
196,199,127,127,127
259,396,220,220,220
122,105,220,220,220
384,244,220,220,220
99,417,220,220,220
8,123,220,220,220
130,166,255,255,255
64,6,239,245,245
186,189,255,255,255
102,289,255,255,255
120,51,220,220,220
171,368,255,0,0
13,60,220,220,220
289,296,255,255,255
288,258,255,255,255
126,28,239,244,245
255,312,255,255,255
345,5,239,245,246
383,413,220,220,220
86,431,220,220,220
386,52,220,220,220
358,397,220,220,220
107,115,220,220,220
121,191,255,255,255
300,44,220,220,220
13,420,220,220,220
244,93,220,220,220
179,426,220,220,220
212,273,255,255,255
215,289,255,255,255
36,108,220,220,220
268,435,220,220,220
286,431,220,220,220
160,315,255,255,255
15,320,220,220,220
253,370,0,0,0
379,179,220,220,220
354,326,220,220,220
4,355,220,220,220
381,418,220,220,220
241,108,30,144,255
7,380,220,220,220
265,286,255,255,255
64,55,220,220,220
103,352,30,144,255
101,56,220,220,220
276,300,255,255,255
180,347,255,255,255
64,323,220,220,220
135,342,255,255,255
270,222,255,255,255
18,31,240,244,243
231,133,30,53,75
234,341,255,255,255
280,181,30,144,255
308,308,30,144,255
279,282,255,255,255
299,159,30,144,255
295,380,220,220,220
212,19,239,245,246
260,273,255,255,255
34,313,220,220,220
214,403,220,220,220
203,427,220,220,220
205,384,255,255,0
22,46,220,220,220
165,64,220,220,220
344,132,220,220,220
316,260,30,144,255
65,118,220,220,220
358,318,220,220,220
285,317,255,255,255
259,271,255,255,255
189,359,255,0,0
141,278,255,255,255
325,240,30,144,255
202,146,30,144,255
129,36,240,244,244
205,403,220,220,220
188,104,30,144,255
338,240,30,144,255
87,140,30,144,255
287,147,30,144,255
156,95,0,0,0
142,295,255,255,255
29,366,220,220,220
331,28,239,244,245
26,235,220,220,220
80,24,240,244,244
161,200,255,255,255
267,329,255,255,255
171,323,255,255,255
50,234,30,144,255
172,182,25,25,25
152,137,255,255,255
320,131,220,220,220
322,33,240,244,245
360,123,220,220,220
353,137,220,220,220
248,71,220,220,220
44,144,220,220,220
254,369,0,0,0
167,277,255,255,255
190,179,255,255,255
32,224,220,220,220
196,77,220,220,220
27,427,220,220,220
142,163,0,0,0
79,86,220,220,220
125,194,255,255,255
382,42,220,220,220
6,63,220,220,220
39,382,220,220,220
167,417,220,220,220
388,396,220,220,220
114,329,255,255,255
75,204,30,144,255
123,298,255,255,255
384,144,220,220,220
9,217,220,220,220
281,428,220,220,220
332,188,30,144,255
181,390,24,24,24
215,410,220,220,220
323,199,30,144,255
349,129,220,220,220
219,13,239,245,246
115,43,220,220,220
388,360,220,220,220
152,153,255,255,255
218,67,220,220,220
279,360,30,144,255
41,12,239,245,245
262,371,30,144,255
96,236,255,255,255
196,165,255,255,255
18,91,220,220,220
372,217,220,220,220
120,131,30,144,255
155,403,220,220,220
369,245,220,220,220
280,327,255,255,255
52,301,220,220,220
31,9,239,245,244
154,19,239,245,246
299,346,25,42,58
204,120,30,144,255
242,412,220,220,220
134,231,255,255,255
246,417,220,220,220
84,201,30,144,255
238,219,255,255,255
39,234,220,220,220
287,376,220,220,220
386,336,220,220,220
363,251,220,220,220
347,51,220,220,220
271,275,245,245,245
99,229,255,255,255
265,262,255,255,255
48,25,240,244,244
190,11,238,245,246
381,287,220,220,220
254,244,255,255,255
113,406,220,220,220
336,162,220,220,220
217,424,220,220,220
56,207,30,144,255
217,351,128,0,0
73,229,30,144,255
195,9,238,245,246
178,184,255,255,255
269,19,238,245,246
121,349,255,255,255
83,99,220,220,220
194,411,220,220,220
364,27,240,244,245
185,199,255,255,255
186,45,220,220,220
338,24,239,244,245
369,168,220,220,220
237,375,30,144,255
330,218,30,144,255
333,198,30,144,255
167,125,30,144,255
20,251,220,220,220
264,424,220,220,220
226,32,239,245,245
236,101,30,144,255
48,185,220,220,220
32,381,220,220,220
234,83,220,220,220
318,138,220,220,220
67,37,240,244,243
108,101,220,220,220
282,385,220,220,220
92,113,220,220,220
11,197,220,220,220
112,74,220,220,220
164,177,255,255,255
310,305,30,144,255
9,186,220,220,220
4,202,220,220,220
101,240,255,255,255
235,99,30,144,255
139,192,255,255,255
150,264,255,255,255
259,77,220,220,220
158,194,255,255,255
159,274,255,255,255
177,153,30,144,255
167,215,255,255,255
276,371,220,220,220
242,356,255,0,0
58,253,30,144,255
70,253,30,144,255
378,381,220,220,220
343,49,220,220,220
43,45,220,220,220
202,404,220,220,220
131,202,255,255,255
89,277,255,255,255
3,155,220,220,220
109,355,30,144,255
334,341,220,220,220
53,256,28,134,237
188,130,30,144,255
256,10,238,245,246
200,289,255,255,255
49,179,220,220,220
327,119,220,220,220
310,35,240,244,245
339,385,220,220,220
28,300,220,220,220
180,67,220,220,220
383,320,220,220,220
383,239,220,220,220
173,73,220,220,220
342,8,239,245,246
234,119,30,144,255
302,393,220,220,220
251,155,255,255,255
117,277,3,3,3
311,280,255,255,255
125,273,255,255,255
280,323,255,255,255
190,166,255,255,255
78,284,84,84,84
253,398,220,220,220
282,332,255,255,255
104,214,255,255,255
354,235,220,220,220
369,396,220,220,220
44,119,220,220,220
228,192,255,255,255
89,350,220,220,220
310,163,30,144,255
215,360,255,0,0
275,235,255,255,255
34,163,220,220,220
245,110,30,144,255
290,420,220,220,220
332,327,220,220,220
263,44,220,220,220
356,132,220,220,220
195,25,239,245,245
382,314,220,220,220
203,3,238,245,246
155,352,255,0,0
319,391,220,220,220
252,200,255,255,255
47,356,220,220,220
274,17,238,245,246
258,411,220,220,220
227,95,24,114,202
296,406,220,220,220
384,108,220,220,220
174,113,30,144,255
252,408,220,220,220
376,166,220,220,220
353,261,220,220,220
96,362,220,220,220
153,374,30,144,255
356,95,220,220,220
133,220,255,255,255
10,263,220,220,220
325,380,220,220,220
129,254,255,255,255
106,112,220,220,220
262,374,0,0,0
2,436,220,220,220
166,49,220,220,220
266,80,220,220,220
88,142,30,144,255
239,309,255,255,255
62,25,240,245,244
77,326,30,144,255
9,118,220,220,220
276,429,220,220,220
69,186,30,144,255
90,203,30,144,255
55,389,220,220,220
341,301,220,220,220
66,407,220,220,220
162,379,30,144,255
364,190,220,220,220
283,111,220,220,220
103,3,238,245,246
274,76,220,220,220
375,242,220,220,220
368,166,220,220,220
288,348,30,144,255
226,210,255,255,255
282,0,238,245,247
52,118,220,220,220
366,107,220,220,220
146,327,255,255,255
42,435,220,220,220
364,159,220,220,220
241,413,220,220,220
113,141,30,144,255
148,289,255,255,255
158,250,255,255,255
38,326,220,220,220
19,376,220,220,220
340,126,220,220,220
355,175,220,220,220
180,378,76,76,0
55,23,240,244,244
210,82,220,220,220
151,248,255,255,255
383,386,220,220,220
88,29,240,244,244
13,426,220,220,220
357,370,220,220,220
346,436,220,220,220
49,68,220,220,220
367,24,240,244,245
89,96,220,220,220
167,184,255,255,255
221,426,220,220,220
59,260,30,144,255
83,268,255,255,255
229,343,255,255,255
133,70,220,220,220
364,220,220,220,220
256,303,255,255,255
308,232,4,4,5
39,125,220,220,220
376,321,220,220,220
388,0,239,245,246
165,253,255,255,255
272,329,255,255,255
126,200,226,226,226
143,318,255,255,255
303,40,220,220,220
109,55,220,220,220
330,79,220,220,220
290,135,30,144,255
266,39,239,245,245
168,122,30,144,255
65,232,30,144,255
31,166,220,220,220
193,257,128,128,128
43,227,220,220,220
219,15,239,245,246
210,354,255,0,0
349,301,220,220,220
59,317,220,220,220
291,318,255,255,255
77,280,255,255,255
115,180,0,0,0
312,407,220,220,220
53,368,220,220,220
387,92,220,220,220
275,252,255,255,255
226,432,220,220,220
268,227,255,255,255
288,316,255,255,255
306,23,239,245,246
85,364,220,220,220
163,208,255,255,255
320,222,30,144,255
24,331,220,220,220
379,239,220,220,220
104,355,30,144,255
359,52,220,220,220
277,234,255,255,255
292,74,220,220,220
189,33,239,245,245
26,222,220,220,220
49,96,220,220,220
306,428,220,220,220
179,417,220,220,220
126,191,255,255,255
255,222,255,255,255
330,401,220,220,220
155,28,239,244,245
224,81,220,220,220
137,229,255,255,255
40,68,220,220,220
100,291,255,255,255
334,436,220,220,220
382,88,220,220,220
371,140,220,220,220
310,328,30,144,255
5,296,220,220,220
134,370,0,0,0
158,40,220,220,220
255,237,255,255,255
213,30,239,245,245
15,276,220,220,220
195,227,128,0,0
180,85,220,220,220
248,208,255,255,255
166,43,220,220,220
356,83,220,220,220
288,424,220,220,220
72,319,30,144,255
64,32,240,244,244
267,100,220,220,220
254,411,220,220,220
140,325,255,255,255
356,420,220,220,220
272,238,255,255,255
199,146,30,144,255
132,233,255,255,255
16,216,220,220,220
221,225,255,255,255
1,113,220,220,220
124,367,30,144,255
55,422,220,220,220
185,103,30,144,255
246,208,255,255,255
90,8,239,245,246
246,291,255,255,255
368,282,220,220,220
59,320,220,220,220
145,107,30,144,255
200,40,220,220,220
269,376,220,220,220
308,298,2,4,5
226,10,238,245,246
202,60,220,220,220
353,364,220,220,220
10,73,220,220,220
69,158,1,5,9
322,116,220,220,220
51,58,220,220,220
116,80,220,220,220
12,393,220,220,220
346,53,220,220,220
357,85,220,220,220
293,330,30,144,255
227,191,255,255,255
343,195,220,220,220
326,28,239,244,245
156,170,255,255,255
209,384,2,11,20
308,323,30,144,255
141,184,255,255,255
18,345,220,220,220
61,185,30,144,255
328,210,30,144,255
321,396,220,220,220
44,151,220,220,220
338,53,220,220,220
64,146,220,220,220
167,363,255,0,0
370,41,220,220,220
17,435,220,220,220
41,279,220,220,220
125,209,255,255,255
288,208,255,255,255
312,27,239,244,245
158,240,255,255,255
280,240,255,255,255
212,196,255,255,255
44,353,220,220,220
90,67,220,220,220
309,13,239,245,246
265,7,238,245,246
311,197,30,144,255
363,319,220,220,220
114,29,240,244,245
233,7,238,245,246
257,390,220,220,220
126,424,220,220,220
29,17,240,244,244
367,18,239,244,246
21,51,220,220,220
318,222,30,144,255
365,121,220,220,220
79,407,220,220,220
249,44,220,220,220
371,335,220,220,220
260,323,255,255,255
116,101,220,220,220
362,162,220,220,220
322,412,220,220,220
279,52,220,220,220
310,196,30,144,255
274,20,239,245,246
47,327,220,220,220
59,206,30,144,255
130,216,255,255,255
82,58,220,220,220
15,245,220,220,220
90,50,220,220,220
293,397,220,220,220
200,435,220,220,220
337,1,238,245,247
183,267,255,255,255
116,162,225,225,225
252,332,255,255,255
108,427,220,220,220
104,168,30,144,255
18,291,220,220,220
242,247,255,255,255
21,394,220,220,220
197,1,238,245,247
39,105,220,220,220
177,320,255,255,255
134,340,255,255,255
150,353,255,0,0
376,279,220,220,220
201,401,220,220,220
189,70,220,220,220
97,261,255,255,255
201,159,255,255,255
367,191,220,220,220
138,254,255,255,255
374,158,220,220,220
272,46,220,220,220
295,168,30,144,255
34,283,220,220,220
29,18,240,244,244
273,350,30,144,255
218,53,220,220,220
146,127,30,144,255
38,247,220,220,220
237,378,30,144,255
124,391,220,220,220
151,256,255,255,255
261,357,4,17,30
33,364,220,220,220
125,37,240,244,245
168,358,255,0,0
254,410,220,220,220
121,114,30,144,255
204,348,255,255,255
222,129,30,144,255
285,168,30,144,255
30,63,220,220,220
322,307,30,144,255
350,337,220,220,220
66,121,220,220,220
291,192,30,144,255
24,65,220,220,220
15,162,220,220,220
353,275,220,220,220
56,245,30,144,255
19,50,220,220,220
284,177,30,144,255
301,264,255,255,255
307,86,220,220,220
163,323,255,255,255
140,3,238,245,246
156,67,220,220,220
111,1,238,245,246
38,298,220,220,220
248,362,255,0,0
272,308,255,255,255
162,221,255,255,255
175,12,238,245,246
256,223,255,255,255
316,378,220,220,220
359,304,220,220,220
198,326,255,255,255
205,176,255,255,255
220,160,255,255,255
305,31,239,244,245
106,63,220,220,220
172,73,220,220,220
87,371,220,220,220
48,341,220,220,220
3,283,220,220,220
28,7,239,245,245
89,4,238,245,246
112,367,161,161,161
112,94,220,220,220
327,174,29,140,248
332,219,30,144,255
206,203,255,255,255
154,65,220,220,220
249,36,239,245,245
389,257,220,220,220
37,345,220,220,220
53,420,220,220,220
317,240,30,144,255
300,73,220,220,220
151,150,255,255,255
346,236,220,220,220
370,263,220,220,220
196,148,30,144,255
137,116,30,144,255
150,335,255,255,255
304,421,220,220,220
172,434,220,220,220
207,325,255,255,255
192,85,220,220,220
261,271,255,255,255
320,228,30,144,255
47,395,220,220,220
211,279,255,255,255
296,168,30,144,255
34,166,220,220,220
245,22,239,245,246
325,242,30,144,255
141,290,255,255,255
141,126,30,144,255
316,165,30,144,255
350,195,220,220,220
363,342,220,220,220
193,64,220,220,220
226,364,255,0,0
164,383,30,144,255
266,230,255,255,255
13,153,220,220,220
253,385,220,220,220
118,17,239,245,245
216,32,239,244,245
305,168,30,144,255
226,7,238,245,247
51,329,220,220,220
66,424,220,220,220
374,16,239,245,246
180,128,30,144,255
373,121,220,220,220
221,151,255,255,255
267,113,30,144,255
31,348,220,220,220
115,12,239,245,246
194,259,0,0,0
63,278,30,144,255
289,379,220,220,220
29,270,220,220,220
345,122,220,220,220
246,171,0,0,0
60,171,28,38,48
151,378,30,144,255
338,11,239,245,246
29,322,220,220,220
266,284,255,255,255
37,189,220,220,220
18,367,220,220,220
210,26,239,245,246
134,297,255,255,255
218,422,220,220,220
85,427,220,220,220
174,262,255,255,255
138,191,255,255,255
282,249,255,255,255
380,150,220,220,220
56,369,220,220,220
94,50,220,220,220
155,267,255,255,255
359,354,220,220,220
379,344,220,220,220
344,196,220,220,220
350,406,220,220,220
193,241,128,128,128
50,57,220,220,220
247,103,30,144,255
129,37,240,244,244
173,69,220,220,220
30,360,220,220,220
213,145,30,144,255
237,196,255,255,255
197,410,220,220,220
244,107,30,144,255
177,246,255,255,255
134,424,220,220,220
257,121,30,144,255
100,345,30,144,255
344,338,220,220,220
278,252,255,255,255
161,346,255,255,255
378,266,220,220,220
208,242,255,255,255
2,59,220,220,220
301,335,30,144,255
212,432,220,220,220
85,353,220,220,220
199,375,255,255,0
110,268,255,255,255
176,201,255,255,255
166,187,255,255,255
257,355,255,255,255
289,97,220,220,220
205,426,220,220,220
204,270,255,255,255
119,79,220,220,220
107,122,30,144,255
133,133,0,0,0
312,418,220,220,220
91,407,220,220,220
189,160,255,255,255
122,36,240,244,245
153,187,255,255,255
375,97,220,220,220
85,180,30,144,255
51,348,220,220,220
178,396,220,220,220
235,217,255,255,255
200,273,255,255,255
61,373,220,220,220
58,116,220,220,220
387,14,239,244,245
190,117,30,144,255
277,405,220,220,220
341,257,30,144,255
144,246,255,255,255
98,235,255,255,255
180,106,30,144,255
107,10,239,245,246
177,227,255,255,255
345,218,220,220,220
83,321,30,144,255
73,414,220,220,220
22,101,220,220,220
371,67,220,220,220
40,243,220,220,220
211,59,220,220,220
34,161,220,220,220
373,288,220,220,220
245,291,255,255,255
219,28,239,245,245
332,25,239,244,245
330,63,220,220,220
155,259,255,255,255
311,369,220,220,220
337,82,220,220,220
370,32,240,244,245
132,7,238,245,246
300,275,255,255,255
266,124,30,144,255
374,189,220,220,220
6,435,220,220,220
92,118,220,220,220
132,300,255,255,255
141,121,30,144,255
354,301,220,220,220
339,272,29,141,250
252,423,220,220,220
309,274,255,255,255
33,313,220,220,220
192,361,255,0,0
328,303,30,144,255
24,35,241,244,243
247,58,220,220,220
193,191,255,255,255
229,309,0,0,0
177,433,220,220,220
240,49,220,220,220
43,110,220,220,220
350,319,220,220,220
105,250,255,255,255
360,53,220,220,220
87,420,220,220,220
70,326,90,90,90
190,176,255,255,255
110,17,239,245,245
133,98,220,220,220
341,133,220,220,220
250,374,30,144,255
306,273,255,255,255
331,403,220,220,220
83,314,30,144,255
190,90,0,0,0
339,302,220,220,220
270,41,220,220,220
235,361,255,0,0
284,150,30,144,255
4,210,220,220,220
16,327,220,220,220
77,145,25,36,45
210,118,30,144,255
365,399,220,220,220
355,187,220,220,220
27,27,240,244,244
225,25,239,245,246
239,30,239,245,245
278,282,255,255,255
101,33,240,244,244
87,223,166,166,166
102,25,239,245,245
44,56,220,220,220
324,6,238,245,246
356,352,220,220,220
386,337,220,220,220
379,273,220,220,220
264,368,30,144,255
358,46,220,220,220
342,102,220,220,220
194,391,255,255,0
347,332,220,220,220
263,329,255,255,255
59,176,3,15,26
169,90,220,220,220
36,275,220,220,220
316,32,239,244,245
18,59,220,220,220
336,222,30,144,255
150,297,255,255,255
343,344,220,220,220
344,154,220,220,220
330,426,220,220,220
131,25,239,245,245
259,398,220,220,220
287,412,220,220,220
32,220,220,220,220
320,61,220,220,220
347,135,220,220,220
299,270,255,255,255
16,26,27,73,182
170,37,240,244,245
253,14,239,245,246
205,432,220,220,220
186,80,220,220,220
295,216,255,255,255
191,106,30,144,255
57,253,30,144,255
383,3,239,245,246
267,154,255,255,255
225,86,220,220,220
344,329,220,220,220
332,119,220,220,220
26,205,220,220,220
38,285,220,220,220
343,82,220,220,220
358,271,220,220,220
345,3,239,245,246
18,227,220,220,220
217,110,30,144,255
291,170,30,144,255
119,7,238,245,246
173,325,255,255,255
252,1,238,245,247
305,15,239,245,246
323,36,240,244,245
209,258,255,255,255
342,213,2,2,2
166,11,238,245,246
110,124,30,144,255
250,128,30,144,255
374,83,220,220,220
289,33,239,245,245
282,177,30,144,255
261,279,255,255,255
220,331,255,255,255
146,255,255,255,255
202,415,220,220,220
189,89,138,138,138
305,421,220,220,220
213,386,30,144,255
103,184,30,144,255
172,211,255,255,255
283,301,255,255,255
265,344,255,255,255
140,304,255,255,255
368,191,220,220,220
19,191,220,220,220
175,323,255,255,255
377,26,240,244,245
290,332,4,18,32
53,31,240,244,244
274,60,220,220,220
378,359,220,220,220
111,231,24,24,24
316,58,220,220,220
220,13,239,245,246
250,300,255,255,255
381,262,220,220,220
268,78,220,220,220
232,227,255,255,255
132,253,255,255,255
185,15,238,245,246
308,382,220,220,220
217,358,255,0,0
366,207,220,220,220
189,10,238,245,246
87,89,220,220,220
187,226,255,0,0
261,315,255,255,255
284,59,220,220,220
308,224,30,144,255
277,387,220,220,220
303,122,220,220,220
259,423,220,220,220
92,76,220,220,220
211,58,220,220,220
143,236,255,255,255
158,140,255,255,255
276,185,0,0,0
71,375,220,220,220
28,230,220,220,220
15,361,220,220,220
196,415,220,220,220
241,319,255,255,255
194,378,0,0,0
338,86,220,220,220
297,370,220,220,220
28,24,240,244,244
304,270,255,255,255
340,178,220,220,220
190,6,238,245,246
202,190,255,255,255
135,34,239,244,245
335,64,220,220,220
305,337,30,144,255
163,83,220,220,220
103,356,30,144,255
60,170,153,156,158
113,39,240,244,244
154,407,220,220,220
178,381,18,87,154
351,355,220,220,220
267,64,220,220,220
353,399,220,220,220
260,235,255,255,255
201,402,220,220,220
179,65,220,220,220
255,205,255,255,255
341,399,220,220,220
26,231,220,220,220
196,339,255,255,255
11,370,220,220,220
374,152,220,220,220
335,424,220,220,220
108,336,255,255,255
88,403,220,220,220
168,77,220,220,220
247,180,0,0,0
13,271,220,220,220
110,241,255,255,255
157,387,220,220,220
54,340,220,220,220
33,93,220,220,220
229,37,239,244,245
90,21,239,244,245
317,34,240,244,245
116,296,255,255,255
302,124,220,220,220
155,342,255,255,255
160,434,220,220,220
215,293,255,255,255
151,328,255,255,255
28,362,220,220,220
0,285,220,220,220
216,258,255,255,255
80,84,220,220,220
268,391,220,220,220
368,256,220,220,220
114,399,220,220,220
198,164,255,255,255
358,18,5,7,8
116,173,255,255,255
210,106,30,144,255
152,380,30,144,255
225,105,30,144,255
115,340,255,255,255
51,359,220,220,220
101,52,220,220,220
31,277,220,220,220
131,91,220,220,220
119,436,220,220,220
323,276,30,144,255
209,305,255,255,255
153,150,255,255,255
236,243,255,255,255
21,76,220,220,220
207,237,255,255,255
61,257,30,144,255
23,53,220,220,220
180,47,220,220,220
10,351,220,220,220
256,114,30,144,255
280,388,220,220,220
294,290,255,255,255
305,249,255,255,255
122,12,0,0,0
61,106,220,220,220
192,329,255,255,255
105,425,220,220,220
48,409,220,220,220
157,385,0,0,0
133,419,220,220,220
207,188,255,255,255
188,165,255,255,255
365,233,220,220,220
321,368,220,220,220
26,193,220,220,220
122,294,255,255,255
348,31,240,244,245
30,404,220,220,220
354,190,220,220,220
12,356,220,220,220
297,178,30,144,255
60,129,220,220,220
252,272,255,255,255
133,252,255,255,255
142,20,33,34,34
178,201,255,255,255
17,265,220,220,220
1,80,220,220,220
161,77,220,220,220
367,136,220,220,220
388,290,220,220,220
352,239,220,220,220
255,370,15,72,128
38,206,220,220,220
351,8,239,244,246
272,401,220,220,220
224,112,30,144,255
226,9,238,245,246
89,397,220,220,220
44,76,220,220,220
372,65,220,220,220
253,346,255,255,255
104,383,220,220,220
200,231,255,255,255
198,108,30,144,255
57,150,220,220,220
362,358,220,220,220
142,112,30,144,255
258,217,255,255,255
290,31,239,245,245
264,0,238,245,247
124,356,28,132,234
103,312,255,255,255
303,433,220,220,220
180,415,220,220,220
173,261,255,255,255
333,418,220,220,220
105,362,120,120,120
281,68,220,220,220
341,35,240,244,245
389,89,220,220,220
246,364,255,0,0
104,243,255,255,255
41,410,220,220,220
247,434,220,220,220
95,376,220,220,220
280,121,30,144,255
322,61,220,220,220
320,280,30,144,255
229,51,220,220,220
289,238,255,255,255
28,135,220,220,220
217,425,220,220,220
63,99,220,220,220
188,398,220,220,220
321,200,30,144,255
375,181,220,220,220
146,24,239,245,245
144,171,0,0,0
319,48,220,220,220
137,362,255,0,0
379,53,220,220,220
251,121,30,144,255
117,27,239,244,245
110,144,30,144,255
109,300,255,255,255
315,251,30,144,255
51,20,208,211,211
211,154,30,144,255
228,353,255,0,0
163,263,255,255,255
359,404,220,220,220
59,81,220,220,220
101,123,1,7,12
317,430,220,220,220
329,331,220,220,220
147,223,255,255,255
16,359,220,220,220
326,318,220,220,220
319,367,220,220,220
23,355,220,220,220
192,20,239,245,246
138,129,30,144,255
98,5,239,245,246
135,346,255,255,255
233,248,255,255,255
334,69,220,220,220
138,390,220,220,220
164,107,30,144,255
242,162,0,0,0
191,94,30,144,255
248,161,0,0,0
58,66,220,220,220
16,173,220,220,220
306,213,30,144,255
358,314,220,220,220
130,412,220,220,220
386,100,220,220,220
361,14,115,118,119
164,397,220,220,220
168,184,255,255,255
252,57,220,220,220
340,355,220,220,220
70,257,30,144,255
192,116,30,144,255
62,323,220,220,220
275,157,30,144,255
8,296,220,220,220
313,211,30,144,255
107,111,220,220,220
267,404,220,220,220
207,359,255,0,0
92,429,220,220,220
373,134,220,220,220
230,396,220,220,220
158,394,220,220,220
376,370,220,220,220
346,18,239,244,246
227,169,255,255,255
30,416,220,220,220
378,393,220,220,220
32,388,220,220,220
338,10,239,245,246
383,212,220,220,220
68,223,30,144,255
13,337,220,220,220
245,123,30,144,255
302,213,30,144,255
334,360,220,220,220
82,316,30,144,255
56,240,30,144,255
210,49,220,220,220
376,74,220,220,220
377,375,220,220,220
272,166,255,255,255
322,148,220,220,220
22,432,220,220,220
160,176,255,255,255
178,178,255,255,255
290,263,255,255,255
7,148,220,220,220
71,381,220,220,220
205,232,255,255,255
218,433,220,220,220
363,279,220,220,220
378,176,220,220,220
385,213,220,220,220
295,364,220,220,220
222,325,255,255,255
124,252,255,255,255
18,138,220,220,220
225,183,255,255,255
231,415,220,220,220
152,319,255,255,255
253,9,238,245,247
107,262,255,255,255
190,53,220,220,220
39,5,239,245,245
244,374,30,144,255
21,54,220,220,220
67,123,220,220,220
43,20,0,0,0
168,106,30,144,255
186,274,255,255,255
359,402,220,220,220
335,185,192,192,192
291,232,255,255,255
18,415,220,220,220
70,44,220,220,220
51,138,220,220,220
160,317,255,255,255
259,406,220,220,220
152,422,220,220,220
203,301,255,255,255
245,372,30,144,255
376,132,220,220,220
345,192,220,220,220
345,429,220,220,220
366,161,220,220,220
253,81,220,220,220
17,402,220,220,220
259,124,30,144,255
271,141,30,144,255
282,295,255,255,255
36,36,240,244,243
336,245,30,144,255
387,355,220,220,220
171,409,220,220,220
220,424,220,220,220
66,209,30,144,255
220,124,30,144,255
231,205,79,79,79
204,159,255,255,255
149,283,255,255,255
93,132,30,144,255
317,393,220,220,220
197,220,255,0,0
166,409,220,220,220
312,99,220,220,220
118,289,255,255,255
168,217,255,255,255
137,22,0,0,0
337,352,220,220,220
111,179,30,144,255
376,218,220,220,220
215,277,255,255,255
254,304,255,255,255
252,216,255,255,255
105,101,220,220,220
184,298,255,255,255
90,186,30,144,255
107,24,239,244,245
264,127,30,144,255
380,170,220,220,220
360,313,220,220,220
306,228,116,116,116
361,98,220,220,220
344,185,220,220,220
201,134,30,144,255
21,129,220,220,220
322,246,30,144,255
45,80,220,220,220
12,73,220,220,220
44,176,220,220,220
306,134,220,220,220
347,83,220,220,220
249,302,255,255,255
198,56,220,220,220
91,284,255,255,255
1,295,220,220,220
223,394,220,220,220
150,184,255,255,255
125,170,255,255,255
272,277,0,0,0
162,326,255,255,255
321,171,30,144,255
66,335,220,220,220
326,18,239,245,246
76,143,220,220,220
191,58,220,220,220
4,119,220,220,220
83,88,220,220,220
151,255,255,255,255
42,288,220,220,220
42,103,220,220,220
27,351,220,220,220
379,79,220,220,220
83,50,220,220,220
111,26,239,245,245
386,377,220,220,220
258,291,255,255,255
153,202,255,255,255
349,275,220,220,220
22,165,220,220,220
343,350,220,220,220
141,260,255,255,255
165,102,30,144,255
215,86,220,220,220
286,11,211,217,218
